Date,SPY,EFA,EEM,TLT
20090303,51.9852,20.2638,14.476,65.3621
20090304,53.2168,21.1662,15.4927,65.0627
20090305,51.043,20.3136,14.8555,66.8722
20090306,51.132,20.2763,15.1061,66.4261
20090309,50.5311,19.7286,14.8125,66.0375
20090310,53.5432,21.0542,16.0153,64.7697
20090311,53.8919,21.1724,16.0153,65.4705
20090312,56.0138,21.6516,16.631,65.7827
20090313,56.4515,21.7948,16.7241,65.4514
20090316,56.2809,22.0313,16.7384,64.4192
20090317,58.0021,22.6101,17.1035,64.0688
20090318,59.3004,23.2573,17.4615,66.4963
20090319,58.5659,23.2449,17.3469,66.5791
20090320,57.3188,22.9213,17.1107,66.2096
20090323,61.436,24.5705,18.6929,65.6361
20090324,60.2255,23.7988,18.113,66.2605
20090325,60.8606,24.166,18.385,65.3685
20090326,62.101,24.4896,18.8862,66.1268
20090327,60.9802,23.7054,18.3277,66.6173
20090330,58.873,22.803,17.3827,66.8722
20090331,59.4185,23.3942,17.7621,67.35
20090401,60.5692,24.0041,18.3492,67.9647
20090402,62.3401,25.087,19.3443,67.1341
20090403,62.9603,25.2302,19.5806,65.7603
20090406,62.4671,24.7074,19.3372,65.4792
20090407,61.01,24.1908,18.8933,65.6453
20090408,61.6676,24.4336,19.1725,66.2268
20090409,64.1185,25.087,20.0102,65.3961
20090413,64.1334,25.336,20.1319,65.9967
20090414,63.0275,25.0933,19.8097,66.3418
20090415,63.7,25.4231,20.0961,66.2268
20090416,64.634,25.5849,20.2679,65.7028
20090417,65.0674,25.4978,20.1247,64.9808
20090420,62.3401,24.4522,19.1439,65.9647
20090421,63.5581,25.0124,19.552,65.3131
20090422,63.1695,24.8132,19.3873,64.9169
20090423,63.7897,25.4356,19.688,64.9105
20090424,64.7536,25.8276,20.0603,64.2588
20090427,64.1409,25.5227,19.3873,64.5335
20090428,63.9391,25.28,19.3229,63.4793
20090429,65.299,25.9272,20.3395,62.917
20090430,65.3215,26.089,20.5256,62.6678
20090501,65.6727,26.394,20.8263,62.2365
20090504,67.9069,27.4893,22.2653,62.4415
20090505,67.6752,27.2155,22.0649,62.3646
20090506,68.8484,27.8752,22.4443,62.2172
20090507,67.8919,27.4084,21.8859,60.6984
20090508,69.476,28.5971,22.6161,60.8457
20090511,68.1759,27.869,22.0863,61.711
20090512,67.9741,28.1677,22.2439,61.9353
20090513,66.263,27.2093,21.4277,62.6082
20090514,66.8309,27.4769,21.7355,62.8517
20090515,66.2854,27.2279,21.5351,62.8325
20090518,68.1684,28.2673,22.7307,61.8583
20090519,68.0862,28.5224,22.9884,61.5315
20090520,67.6304,28.7091,23.06,62.1788
20090521,66.659,28.4913,22.6305,60.615
20090522,66.517,28.6531,22.7307,59.9421
20090526,68.2207,29.2257,23.0027,59.0385
20090527,67.0027,28.6593,22.7378,57.9938
20090528,67.9367,28.9518,23.4395,58.8334
20090529,69.1397,29.5306,23.7974,60.3523
20090601,70.8135,30.2588,24.7997,58.568
20090602,70.8733,30.5202,24.4418,58.8831
20090603,69.9766,29.6115,23.5755,59.436
20090604,70.6342,29.7982,24.0122,58.2079
20090605,70.6491,29.4311,24.0623,57.7643
20090608,70.3577,29.3688,23.69,57.6164
20090609,70.7164,29.7298,23.733,57.61
20090610,70.537,29.7858,24.0337,56.7035
20090611,70.8509,30.2961,24.5491,57.3335
20090612,71.0452,30.1405,24.1554,57.8479
20090615,69.4162,29.0576,23.2891,58.3687
20090616,68.4747,28.7216,22.9383,59.3846
20090617,68.4075,28.8025,22.6806,59.0503
20090618,68.9081,28.7527,22.6161,58.1565
20090619,69.1621,29.207,22.7307,58.9538
20090622,67.0881,28.2673,21.9074,59.526
20090623,67.1407,28.6391,22.0496,60.2269
20090624,67.7194,28.6645,22.5331,59.6225
20090625,69.1922,29.2683,23.2044,60.7155
20090626,69.0118,29.2111,23.3271,60.8184
20090629,69.658,29.459,23.5003,60.9085
20090630,69.0945,29.1158,23.2621,60.8056
20090701,69.38,29.5988,23.6879,60.6849
20090702,67.4864,28.7471,23.0384,60.8268
20090706,67.4789,28.7853,22.9878,60.7108
20090707,66.1714,28.0861,22.4465,61.1171
20090708,66.1263,27.9717,22.1867,62.2459
20090709,66.2541,28.3149,22.5837,61.5041
20090710,66.0963,27.9844,22.3166,62.0717
20090713,67.7044,28.4738,22.4754,61.7235
20090714,68.0876,28.6264,22.7208,60.6979
20090715,70.0788,29.6052,23.9405,59.1368
20090716,69.9661,29.8657,23.9839,59.7754
20090717,70.7326,29.7577,24.2293,58.853
20090720,71.484,30.3361,25.0954,59.1626
20090721,71.8147,30.5267,25.0232,60.3431
20090722,71.7996,30.603,24.9654,59.8012
20090723,73.3852,31.1178,25.6728,58.7047
20090724,73.6858,31.3085,25.5501,58.9885
20090727,73.9037,31.3403,25.7738,58.3112
20090728,73.558,31.2068,25.6583,58.8272
20090729,73.3777,30.9526,25.0809,59.1497
20090730,74.1441,31.5564,25.7016,59.9883
20090731,74.2493,32.0394,25.8243,61.1558
20090803,75.4742,32.783,26.7915,60.229
20090804,75.6695,32.7322,26.5461,59.7501
20090805,75.4516,32.5987,26.3223,58.857
20090806,75.0609,32.3953,26.1058,59.0575
20090807,76.0452,32.3635,26.3656,58.5657
20090810,75.8874,32.1665,26.0697,59.297
20090811,74.9407,31.9822,25.5789,59.9831
20090812,75.7447,32.3445,25.8099,59.3423
20090813,76.3233,32.8402,26.2574,60.1837
20090814,75.7372,32.5606,25.781,60.4167
20090817,73.8736,31.5119,24.7706,61.3098
20090818,74.4597,32.0585,25.3119,60.9539
20090819,75.1135,32.3318,25.3768,61.4587
20090820,75.8874,32.5606,25.8171,61.9636
20090821,77.3753,33.2724,26.2069,60.6886
20090824,77.3678,33.2661,26.3223,61.7888
20090825,77.5181,33.5966,26.2646,62.1382
20090826,77.5256,33.4567,26.1852,62.4231
20090827,77.6984,33.711,26.1347,62.1771
20090828,77.6834,33.73,25.9975,62.4619
20090831,76.9921,33.4822,25.4851,62.5202
20090901,75.2938,32.6496,25.0015,62.3689
20090902,75.0083,32.6114,25.2686,63.2778
20090903,75.632,32.8657,25.7738,62.8883
20090904,76.6915,33.3678,26.2718,61.8169
20090908,77.3528,34.0288,26.8131,61.382
20090909,77.9464,34.4482,26.9575,61.3105
20090910,78.7429,34.7533,27.3111,62.4403
20090911,78.7279,34.7088,27.3256,62.7844
20090914,79.1111,34.7787,27.2245,62.1611
20090915,79.4418,34.7851,27.5493,61.843
20090916,80.644,35.4715,28.2422,61.9533
20090917,80.5238,35.2427,28.0906,62.7324
20090918,80.5751,35.338,28.17,62.1741
20090921,80.3713,34.9631,27.9246,62.3169
20090922,80.8394,35.4461,28.3505,62.4468
20090923,80.1674,35.141,27.9246,62.635
20090924,79.2841,34.6262,27.3761,62.8168
20090925,78.8613,34.48,27.4916,63.6154
20090928,80.2731,34.9503,27.8452,64.1738
20090929,80.0315,34.7406,27.9102,64.1153
20090930,79.722,34.7533,28.0834,64.0569
20091001,77.7438,33.8444,27.3183,64.9342
20091002,77.3814,33.4695,27.3256,64.4849
20091005,78.5366,33.9525,27.9607,64.4913
20091006,79.6616,34.5245,28.4226,63.8531
20091007,79.8805,34.6516,28.3938,64.6021
20091008,80.4921,35.1537,28.7402,63.9248
20091009,80.9829,35.0647,28.7619,62.4593
20091012,81.3,35.2745,29.0,62.557
20091013,81.1338,35.1982,29.0506,62.8826
20091014,82.5306,36.0435,29.9888,61.9513
20091015,82.8326,36.2088,29.8228,61.6647
20091016,82.2135,35.6622,29.4114,62.1662
20091019,82.8931,36.2342,29.9744,62.6547
20091020,82.4552,36.0435,29.5774,62.9934
20091021,81.7152,35.9228,29.4187,62.6156
20091022,82.5457,36.2724,29.664,62.3095
20091023,81.602,35.7003,29.4187,61.8406
20091026,80.7186,35.1601,29.0506,61.0395
20091027,80.3486,34.8804,28.5453,61.8732
20091028,78.8311,34.0415,27.239,62.1662
20091029,80.5223,35.0457,28.4443,61.4889
20091030,78.1893,33.8762,27.1163,62.3811
20091102,78.7631,34.2067,27.5204,62.1055
20091103,79.0123,34.0732,27.5637,61.4847
20091104,79.2161,34.4165,28.0762,60.9228
20091105,80.6733,34.8614,28.6536,60.9228
20091106,80.8847,34.9631,28.6175,60.9816
20091109,82.727,35.9418,29.6713,61.0534
20091110,82.742,35.7512,29.5341,60.9423
20091111,83.1649,35.8592,29.7867,61.1972
20091112,82.3192,35.338,29.1227,61.0861
20091113,82.7647,35.8338,29.6208,61.3671
20091116,83.9651,36.4058,30.3641,62.0858
20091117,84.0633,36.1643,30.2559,62.419
20091118,84.0105,36.0499,30.0177,62.0531
20091119,82.9157,35.3698,29.462,62.1643
20091120,82.6212,35.1728,29.3393,62.1511
20091123,83.6707,35.802,29.9527,62.0728
20091124,83.799,35.6558,29.7867,62.4648
20091125,84.0935,36.1325,30.1332,62.7523
20091127,82.727,35.0902,28.964,62.9875
20091130,83.0063,35.2046,29.2454,63.1378
20091201,84.0331,36.1706,30.0827,62.4345
20091202,83.9954,36.2279,30.2054,62.4869
20091203,83.3385,36.1452,29.9239,61.838
20091204,83.8142,36.0181,30.1982,61.1825
20091207,83.6858,35.8211,29.9383,61.2612
20091208,82.7571,35.1982,29.3826,61.3529
20091209,83.0667,35.1537,29.563,61.0711
20091210,83.5348,35.2618,29.7362,60.3697
20091211,83.8897,35.2491,29.8445,60.3631
20091214,84.4635,35.5923,30.0466,60.4352
20091215,84.0709,35.1982,29.7362,60.1665
20091216,84.1992,35.6113,29.9094,60.0944
20091217,83.1875,34.7724,29.0506,61.0842
20091218,83.6581,34.855,29.1299,60.822
20091221,84.5083,34.9567,29.0939,59.7404
20091222,84.8119,35.1786,29.3871,59.4061
20091223,84.9789,35.4993,29.6781,59.4193
20091224,85.3812,35.6404,29.9764,58.8031
20091228,85.5634,35.7943,30.0783,58.6392
20091229,85.442,35.852,29.9706,59.026
20091230,85.4116,35.7045,30.1016,59.4141
20091231,84.5918,35.4544,30.2035,59.1313
20100104,86.0265,36.3844,31.0841,59.0786
20100105,86.2542,36.4164,31.3097,59.4602
20100106,86.3149,36.5704,31.3752,58.6643
20100107,86.6793,36.4293,31.1933,58.7629
20100108,86.9677,36.7179,31.4407,58.7366
20100111,87.0892,37.0193,31.3752,58.4143
20100112,86.2769,36.5832,30.873,59.4141
20100113,87.0057,36.891,30.9676,58.7234
20100114,87.241,37.1732,30.8876,59.5457
20100115,86.2618,36.5896,30.531,59.9141
20100119,87.3397,36.9488,31.1496,59.7431
20100120,86.4515,36.006,30.4,60.3482
20100121,84.7891,35.2363,29.483,60.6245
20100122,82.8991,34.5501,28.8279,60.5193
20100125,83.3241,34.9734,29.039,60.243
20100126,82.975,34.7746,28.4349,60.2627
20100127,83.3697,34.7361,28.3622,60.2299
20100128,82.4132,34.1524,28.1656,60.1969
20100129,81.5175,33.6586,27.86,60.7232
20100201,82.7852,34.2743,28.6096,60.172
20100202,83.7872,34.8451,28.8425,60.3436
20100203,83.3697,34.4795,28.6751,59.6438
20100204,80.7964,33.075,27.3796,60.5879
20100205,80.9634,33.0172,27.0739,60.7199
20100208,80.3789,32.363,26.8047,60.7991
20100209,81.3885,33.3828,27.678,60.1918
20100210,81.2291,33.1712,27.6052,59.6175
20100211,82.0792,33.479,28.333,59.294
20100212,82.0109,33.1904,27.9764,59.5383
20100216,83.3013,33.928,28.6969,59.6504
20100217,83.6961,33.9729,28.7988,58.9705
20100218,84.1895,34.1653,28.908,58.7329
20100219,84.3641,33.9536,28.6606,59.0498
20100222,84.3793,34.0178,28.6969,58.8055
20100223,83.3545,33.5367,28.0346,59.7231
20100224,84.1212,33.7484,28.3039,59.8683
20100225,84.0073,33.5431,28.071,60.205
20100226,84.0605,33.7484,28.3549,60.5152
20100301,84.9334,34.0113,28.8352,60.4888
20100302,85.1687,34.2679,29.1627,60.4093
20100303,85.2446,34.6783,29.1991,60.257
20100304,85.5027,34.5886,29.0463,60.5749
20100305,86.7248,35.262,29.8032,59.7802
20100308,86.74,35.262,29.825,59.4689
20100309,86.8842,35.1786,29.9924,59.4822
20100310,87.2713,35.3261,30.2035,59.3299
20100311,87.6357,35.4608,30.2107,59.5484
20100312,87.6433,35.6981,30.1089,59.9193
20100315,87.6661,35.448,29.8905,59.8397
20100316,88.3644,35.8969,30.2762,60.3166
20100317,88.8882,36.0893,30.6038,60.5749
20100318,88.8427,35.8777,30.3709,60.3762
20100319,88.3929,35.5121,29.9778,60.4358
20100322,88.8655,35.6147,30.087,60.502
20100323,89.4905,35.8649,30.2981,60.2173
20100324,89.0561,35.2748,29.8468,59.1179
20100325,88.9112,35.2556,29.7668,58.7405
20100326,88.8579,35.6019,29.9123,58.906
20100329,89.4219,35.9034,30.4509,58.6809
20100330,89.4829,35.9034,30.5674,58.8663
20100331,89.178,35.9034,30.6547,59.2702
20100401,89.7878,36.5383,31.4553,59.1253
20100405,90.5195,36.5768,31.7391,58.1416
20100406,90.7329,36.4742,31.8337,58.2346
20100407,90.2146,36.2176,31.5572,58.9791
20100408,90.5271,36.1791,31.6663,59.0057
20100409,91.1216,36.6537,31.8628,59.1453
20100412,91.2664,36.7692,31.6081,59.4577
20100413,91.335,36.7371,31.5426,59.6504
20100414,92.3716,37.2246,32.0084,59.2317
20100415,92.4479,37.1989,31.8337,59.2982
20100416,90.9768,36.378,30.9021,59.7302
20100419,91.3198,36.2817,30.7784,59.584
20100420,92.1354,36.5062,31.1423,59.7967
20100421,91.9677,36.2689,31.0404,60.2886
20100422,92.2421,35.9418,31.1714,60.1091
20100423,92.8442,36.2112,31.3388,59.8964
20100426,92.4936,36.2497,31.3388,59.9629
20100427,90.3061,34.7938,30.218,60.8071
20100428,90.992,34.8002,30.4728,60.2886
20100429,92.1201,35.339,30.9749,60.5412
20100430,90.5576,34.8964,30.6038,61.2391
20100503,91.7314,35.1465,30.7711,61.1591
20100504,89.5744,33.7548,29.3592,62.2597
20100505,89.0408,33.107,28.8279,62.6265
20100506,86.0835,31.6319,27.6489,64.5608
20100507,84.8029,31.5613,27.7945,63.7538
20100510,88.5378,33.6073,29.7959,62.4331
20100511,88.2862,33.0621,29.2573,62.2729
20100512,89.521,33.4341,29.6212,61.7994
20100513,88.4082,32.998,29.3447,62.2062
20100514,86.8075,32.0616,28.7406,63.2868
20100517,86.8533,32.1065,28.5659,63.0534
20100518,85.6719,31.4138,27.9691,64.0206
20100519,85.184,31.5357,27.6999,64.234
20100520,81.9675,30.439,26.3243,65.5881
20100521,83.1642,31.1829,27.1758,65.6548
20100524,82.0971,30.4646,26.892,65.4279
20100525,82.1809,30.3492,26.6009,65.7482
20100526,81.6855,29.9002,26.5863,65.5614
20100527,84.4219,31.5998,28.1948,64.074
20100528,83.3624,30.9905,27.729,64.3674
20100601,81.9599,30.6827,27.2195,64.8198
20100602,84.0941,31.5036,28.1729,64.2041
20100603,84.3838,31.4074,28.071,63.7356
20100604,81.4188,30.067,27.0739,65.449
20100607,80.405,29.6886,26.6518,65.9509
20100608,81.2663,30.1632,27.2632,65.623
20100609,80.8319,30.0541,27.1176,65.5494
20100610,83.1947,31.324,28.0637,64.3781
20100611,83.5987,31.3689,28.2093,65.1947
20100614,83.4691,31.5678,28.2166,64.86
20100615,85.367,32.5683,29.0681,64.5923
20100616,85.3365,32.4143,29.0681,64.9604
20100617,85.4737,32.517,28.9225,65.4891
20100618,85.5663,32.4593,29.0536,65.3821
20100621,85.3213,32.4528,29.5557,65.1947
20100622,83.9122,32.0424,28.9881,65.971
20100623,83.6518,32.2571,29.0628,66.4195
20100624,82.2656,31.6958,28.5499,66.0245
20100625,82.6102,31.8786,28.8869,66.2923
20100628,82.3499,31.6436,28.6891,66.9147
20100629,79.8073,30.5603,27.5243,67.6442
20100630,79.0491,30.3515,27.3411,68.0993
20100701,78.6969,30.7953,27.5389,68.2067
20100702,78.268,30.73,27.6562,67.6629
20100706,78.7811,31.3434,28.169,68.2202
20100707,81.2624,32.3223,28.7917,67.4213
20100708,82.0665,32.6356,28.9309,66.9917
20100709,82.6792,32.6682,29.2826,66.609
20100712,82.7328,32.5442,29.0481,66.5821
20100713,83.9811,33.1446,29.3851,66.0115
20100714,83.9734,33.262,29.3265,66.6762
20100715,83.9964,33.4252,29.1873,67.3408
20100716,81.6836,32.3549,28.3155,67.6697
20100719,82.1661,32.5638,28.6891,67.2534
20100720,83.0774,32.7856,29.3632,67.3542
20100721,81.9976,32.1918,29.0628,68.4954
20100722,83.8279,33.2751,29.9419,67.7032
20100723,84.5554,33.6666,30.147,66.9849
20100726,85.4361,33.9016,30.3522,66.8708
20100727,85.4285,33.9994,30.3009,66.2264
20100728,84.8771,33.8233,30.1324,66.4411
20100729,84.4636,33.9799,30.1837,66.421
20100730,84.4483,33.8755,30.3302,67.4549
20100802,86.3551,35.0175,31.1141,66.5079
20100803,85.9416,34.9653,30.9676,66.8918
20100804,86.516,34.9979,31.0115,66.3799
20100805,86.4241,34.9718,30.8723,66.6898
20100806,86.0718,35.0762,30.8284,67.4171
20100809,86.5313,35.1154,30.9895,67.1679
20100810,86.0641,34.8347,30.5646,67.3094
20100811,83.7054,33.249,29.5903,68.2119
20100812,83.1923,33.2098,29.6415,68.0435
20100813,82.9472,33.0924,29.8027,68.8922
20100816,82.9089,33.3599,30.0811,70.6163
20100817,83.9275,33.7319,30.3961,70.2122
20100818,84.0806,33.7188,30.3742,70.4008
20100819,82.6179,33.1772,30.1397,71.4986
20100820,82.3499,32.8313,30.0518,71.4177
20100823,82.0359,32.7661,29.7807,71.4312
20100824,80.8182,32.3158,29.3998,72.5761
20100825,81.1322,32.3484,29.2093,72.3404
20100826,80.5884,32.3354,29.0261,73.0206
20100827,81.8368,32.9684,29.6635,70.953
20100830,80.6497,32.492,29.1727,72.3135
20100831,80.6497,32.5899,29.3485,73.1149
20100901,83.0621,33.7515,30.3815,71.6032
20100902,83.8355,33.9407,30.4328,70.8466
20100903,84.9231,34.254,30.7917,69.9684
20100907,83.9658,33.7776,30.3448,71.4005
20100908,84.5554,34.0386,30.6745,70.8331
20100909,84.946,34.3584,30.8504,69.4348
20100910,85.3749,34.4628,30.9603,69.1173
20100913,86.3245,35.0893,31.7002,69.4551
20100914,86.2709,35.3242,31.6855,70.1238
20100915,86.6002,35.3372,31.7295,69.0836
20100916,86.5772,35.1676,31.5683,68.4013
20100917,86.6096,34.9979,31.517,68.6782
20100920,87.9339,35.6048,32.0152,69.0768
20100921,87.7568,35.5983,31.92,70.036
20100922,87.3256,35.5461,31.9419,70.6642
20100923,86.6173,35.161,31.7368,70.8669
20100924,88.4036,36.1399,32.3229,69.9145
20100927,87.9801,35.9572,32.2643,71.1303
20100928,88.288,36.166,32.4987,71.6167
20100929,88.1341,36.1073,32.6086,71.3195
20100930,87.8723,35.8397,32.7991,71.2722
20101001,88.2418,36.1986,33.2826,70.9278
20101004,87.5797,35.6766,33.1801,71.1108
20101005,89.3428,36.6881,33.7808,70.6837
20101006,89.3352,36.9948,33.7662,71.5719
20101007,89.2274,36.8708,33.4658,70.9752
20101008,89.7278,37.1123,33.8687,70.6634
20101011,89.8125,37.0666,33.8467,70.6769
20101012,90.0897,36.9883,33.7075,69.9785
20101013,90.7903,37.4059,34.3303,69.87
20101014,90.4361,37.667,34.2717,68.8259
20101015,90.6209,37.543,34.2277,67.9851
20101018,91.0675,37.6278,34.2424,68.5343
20101019,89.8741,36.799,33.1581,68.9479
20101020,90.7518,37.4908,33.6856,69.0971
20101021,90.952,37.2885,33.6856,68.2767
20101022,91.1214,37.3863,33.7222,68.7377
20101025,91.3909,37.5299,34.0885,68.9344
20101026,91.4063,37.2885,34.0592,67.8699
20101027,91.1445,36.9295,33.4804,67.2732
20101028,91.1599,37.2167,33.6929,67.4563
20101029,91.2292,37.2036,33.7881,68.0868
20101101,91.26,37.0666,34.1618,67.7937
20101102,91.9837,37.68,34.5867,68.6847
20101103,92.3533,37.941,34.7991,67.2835
20101104,94.1318,38.8024,35.5904,67.8072
20101105,94.486,38.6328,35.5244,66.6442
20101108,94.3089,38.3978,35.3779,66.9434
20101109,93.6314,38.0128,34.931,65.4674
20101110,94.0086,38.1238,35.1874,65.5558
20101111,93.6545,37.7975,34.8431,65.5218
20101112,92.5458,37.4842,34.0006,65.1682
20101115,92.4149,37.4581,33.9859,63.8078
20101116,90.9751,36.5771,33.0922,65.3926
20101117,91.0213,36.7794,33.2607,65.0322
20101118,92.361,37.6996,34.0519,65.2974
20101119,92.6151,37.6996,34.0738,65.6988
20101122,92.5381,37.295,33.9713,65.9776
20101123,91.1984,36.1725,32.8943,66.3041
20101124,92.5458,36.7468,33.6563,65.1205
20101126,91.4679,36.1334,32.8211,66.0252
20101129,91.745,35.8136,33.0775,66.5898
20101130,91.2292,35.409,32.8064,66.9367
20101201,93.1694,36.414,33.7442,65.4487
20101202,94.3628,37.1057,34.4109,65.2781
20101203,94.6169,37.4647,34.5354,64.7661
20101206,94.5168,37.295,34.4768,65.6808
20101207,94.5707,37.3146,34.3156,64.2748
20101208,94.9171,37.4255,34.0958,63.6536
20101209,95.2867,37.5234,33.9786,63.9676
20101210,95.8411,37.6082,34.1325,63.5786
20101213,95.9027,38.0128,34.3522,63.8174
20101214,95.9874,38.0715,34.4035,62.8892
20101215,95.5485,37.5691,33.8467,62.0701
20101216,96.1029,37.7779,33.942,62.5001
20101217,96.2058,37.5691,33.9933,63.64
20101220,96.438,37.6539,33.8394,63.5717
20101221,97.0494,37.9688,34.3334,64.0153
20101222,97.3513,38.0412,34.4515,63.558
20101223,97.212,38.0215,34.4146,63.4284
20101227,97.2506,37.9424,34.3038,63.9949
20101228,97.39,37.9754,34.3334,62.7416
20101229,97.4596,38.3047,34.7729,63.8031
20101230,97.3048,38.1203,34.9502,63.7552
20101231,97.328,38.3508,35.194,64.4606
20110103,98.3342,38.667,35.5338,63.9743
20110104,98.2801,38.5485,35.6964,64.0496
20110105,98.7909,38.3838,35.6077,62.6388
20110106,98.5974,37.9424,35.2309,62.9128
20110107,98.4039,37.7909,34.9059,63.2484
20110110,98.2801,37.725,34.5439,63.5908
20110111,98.6283,37.9819,34.9133,63.2347
20110112,99.5184,38.8185,35.6151,62.7416
20110113,99.3559,38.9239,35.3048,63.3031
20110114,100.0757,39.1611,35.4083,62.8991
20110118,100.246,39.418,35.3565,62.6046
20110119,99.263,39.1479,35.0832,63.0566
20110120,99.1315,38.8119,34.6991,62.1868
20110121,99.3559,39.0227,34.3371,62.6799
20110124,99.9209,39.4377,34.603,62.7074
20110125,99.9751,39.3587,34.3962,63.3031
20110126,100.362,39.609,34.6991,62.3443
20110127,100.6097,39.7012,34.5809,62.6252
20110128,98.8528,38.8185,33.4875,62.9539
20110131,99.5958,39.1545,33.8421,62.4745
20110201,101.1902,40.0833,34.6621,62.1652
20110202,100.9967,40.0503,34.4035,62.179
20110203,101.2212,40.0569,34.3592,61.6635
20110204,101.5075,40.0437,34.3518,61.038
20110207,102.1422,40.1689,34.3962,61.3542
20110208,102.6066,40.4324,34.4109,60.7906
20110209,102.3744,40.3138,33.6205,61.3198
20110210,102.4131,40.0503,33.3028,60.6119
20110211,103.0246,40.0701,33.7091,61.4847
20110214,103.2722,40.1491,33.5392,61.526
20110215,102.9472,40.0306,33.6057,61.8009
20110216,103.5973,40.5114,33.8864,61.6016
20110217,103.9069,40.6498,34.0046,61.6978
20110218,104.1236,40.7881,34.2115,61.5054
20110222,102.0338,39.6222,33.1181,62.4263
20110223,101.4069,39.6749,33.1477,62.6531
20110224,101.3373,39.7078,33.229,63.0518
20110225,102.4209,40.1821,33.6279,63.4229
20110228,103.0555,40.5444,33.8273,63.5054
20110301,101.3373,39.9779,33.4801,63.6895
20110302,101.554,40.1887,33.9381,62.7104
20110303,103.3032,40.7025,34.6104,62.0967
20110304,102.5292,40.3336,34.6473,62.6139
20110307,101.7243,39.9449,34.1598,62.214
20110308,102.6143,40.0701,34.6178,61.8347
20110309,102.4673,40.0833,34.6843,62.4346
20110310,100.571,39.0886,33.6574,63.4827
20110311,101.2676,39.0886,34.0046,63.124
20110314,100.6562,38.3903,34.2041,63.0966
20110315,99.5029,37.5867,33.6353,64.0412
20110316,97.6609,36.4208,32.9482,64.7652
20110317,98.9534,37.6328,33.3545,64.2687
20110318,99.3133,38.1532,33.4136,64.441
20110321,100.8525,39.0952,34.0563,64.0618
20110322,100.5026,38.9832,34.1598,64.2755
20110323,100.7903,39.0293,34.6104,64.1928
20110324,101.7542,39.5497,35.0093,63.7102
20110325,102.0651,39.1149,34.9724,63.5516
20110328,101.8163,39.0952,34.7951,63.6412
20110329,102.5004,39.2994,35.194,63.1517
20110330,103.2078,39.7671,35.6447,63.655
20110331,103.0679,39.576,35.9549,63.524
20110401,103.5032,39.9515,36.5312,63.8329
20110404,103.5887,40.0042,36.8414,63.9021
20110405,103.5732,39.9054,36.7675,63.6459
20110406,103.8997,40.2348,36.967,62.6903
20110407,103.6354,40.0372,36.9301,62.5657
20110408,103.2778,40.3665,36.967,62.2334
20110411,102.9668,40.2875,36.5312,62.2888
20110412,102.1973,39.912,35.8441,62.9604
20110413,102.1895,40.0306,36.1396,63.3551
20110414,102.2672,40.2084,36.2504,63.3066
20110415,102.6404,40.1491,36.2948,64.1652
20110418,101.4899,39.3257,35.3861,64.3106
20110419,102.0729,39.6156,35.8958,64.5876
20110420,103.4644,40.6234,36.7454,64.1721
20110421,103.9929,40.8869,37.0704,64.1167
20110425,103.8841,40.8869,36.7675,64.3591
20110426,104.778,41.2031,37.0852,64.9822
20110427,105.4621,41.7169,37.0187,64.3175
20110428,105.8041,42.0002,36.7158,64.8092
20110429,106.0529,41.8025,36.9375,65.0099
20110502,105.8897,42.0726,36.9448,65.1142
20110503,105.5088,41.7301,36.1248,65.4827
20110504,104.8091,41.3744,35.5265,65.7748
20110505,103.8608,40.5575,35.1866,66.4007
20110506,104.3194,40.5773,35.6447,66.1086
20110509,104.7236,40.8671,35.7111,66.0391
20110510,105.6176,41.2558,36.1322,65.5662
20110511,104.506,40.4258,35.3344,65.9417
20110512,105.0035,40.5575,35.4378,65.5245
20110513,104.1951,39.9252,34.6621,66.1156
20110516,103.5343,39.8527,34.6104,66.4842
20110517,103.5188,39.9383,34.7212,67.1655
20110518,104.4438,40.1821,35.2827,66.2755
20110519,104.6925,40.4126,35.0537,66.2477
20110520,103.8608,39.8395,34.7729,66.2824
20110523,102.6559,38.9173,34.049,66.6023
20110524,102.5704,39.1413,34.3888,66.8526
20110525,102.9124,39.3916,34.4627,66.5397
20110526,103.3866,39.7605,34.9059,67.11
20110527,103.783,40.0503,35.2753,67.0822
20110531,104.8636,40.8803,35.8515,67.2351
20110601,102.5082,39.912,35.2088,68.1438
20110602,102.3994,40.1162,35.5412,66.8456
20110603,101.3811,40.136,35.3639,67.2295
20110606,100.3083,39.6156,34.7951,66.72
20110607,100.2461,39.9779,35.0684,67.0271
20110608,99.8264,39.4641,34.8173,67.5506
20110609,100.5882,39.8725,35.0906,67.2784
20110610,99.189,38.9503,34.3297,67.7949
20110613,99.2667,39.0096,34.2706,67.4528
20110614,100.526,39.7012,34.7877,66.4339
20110615,98.7381,38.3969,34.0416,67.6413
20110616,98.9558,38.2652,33.783,67.9483
20110617,99.251,38.6407,33.8273,67.6274
20110620,99.7588,38.5946,33.7756,67.7111
20110621,101.1259,39.4311,34.3962,67.4109
20110622,100.5166,39.049,34.0537,67.4528
20110623,100.2275,38.7133,34.0089,67.9693
20110624,99.0636,38.3439,33.9492,67.6832
20110627,99.9463,38.6595,34.3447,66.7549
20110628,101.2509,39.1229,34.8148,66.2176
20110629,102.118,39.8079,35.1356,65.7779
20110630,103.0946,40.3854,35.5161,65.6732
20110701,104.6179,40.8286,35.9339,65.5681
20110705,104.532,40.5868,35.919,65.7152
20110706,104.6569,40.3316,35.6803,66.0513
